=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.28 11:27:13 =~=~=~=~=~=~=~=~=~=~=~=
CO2(ppm):583,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:583
CO2(ppm):405,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):408,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):409,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):415,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):410,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):415,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):408,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):413,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):417,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):412,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):410,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):408,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):409,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):409,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):413,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):417,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):409,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):408,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):409,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):406,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):406,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):406,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):407,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):408,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):405,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):404,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):404,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):403,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):400,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):397,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):388,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):393,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):398,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):397,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):395,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):396,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):392,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):385,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):375,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):376,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):373,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):378,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):383,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):383,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):380,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):378,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):380,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):380,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):370,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):384,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):370,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):362,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):351,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):341,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):353,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):338,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):336,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):353,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):343,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):343,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):348,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):356,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):354,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):354,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):363,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):350,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):348,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):357,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):368,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):377,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):398,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):397,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):392,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):400,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):398,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):396,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):390,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):402,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):404,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):403,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):402,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):393,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):391,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):393,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):388,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):388,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):398,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):387,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):385,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):394,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):400,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):402,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):397,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):393,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):396,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):394,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):401,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):393,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):402,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):403,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):387,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):380,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):382,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):390,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):388,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):384,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):370,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):367,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):365,Temperature(C):23,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):368,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):371,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):368,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):367,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):372,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):383,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):390,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):391,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):394,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):376,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):375,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):377,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):380,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):374,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):373,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):370,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):365,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):367,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):365,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):354,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):355,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):358,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):353,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):357,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):357,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):358,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):358,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):367,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):356,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):350,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):351,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):350,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):355,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):355,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):356,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):360,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):361,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):360,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):358,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):363,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):357,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):357,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):360,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):354,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):351,Temperature(C):22,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):347,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):334,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):327,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):333,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):334,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):341,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):342,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):336,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):344,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):347,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):350,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):350,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):351,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):352,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):358,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):366,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):374,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):375,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):376,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):378,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):377,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):378,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):381,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):370,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):371,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):371,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):383,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):384,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):370,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):373,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
CO2(ppm):377,Temperature(C):21,Maximum_CO2:583,Minimum_CO2:300
